순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK
8,신민혁,NC,4.50,3,0,1,0,0,0.000,16,16,4,5,0,7,8,8,1.31,0,0,0,0,67,253,0.262,3,0,1,0,0,0,0
9,토다,NC,4.85,3,1,2,0,0,0.333,13,13,0,7,0,8,8,7,1.54,0,0,1,0,57,202,0.271,2,1,0,2,0,0,0
10,류진욱,NC,6.00,7,1,2,1,0,0.333,6,6,3,3,0,5,4,4,1.50,0,0,0,1,27,116,0.250,0,0,0,0,0,0,0
11,김영규,NC,6.75,11,0,0,0,1,-,8,9,2,6,0,7,6,6,1.88,0,0,0,0,39,140,0.310,3,0,2,2,2,1,0
11,전사민,NC,6.75,5,0,1,0,0,0.000,4,3,0,3,0,4,3,3,1.50,0,0,0,0,17,62,0.214,0,0,0,0,0,0,0
13,김진호,NC,9.00,7,0,1,0,1,0.000,5,6,1,4,0,2,5,5,2.00,0,0,0,1,25,116,0.316,2,1,1,1,0,1,0
13,신영우,NC,9.00,4,1,1,0,0,0.500,4,1,1,3,1,4,4,4,1.00,0,0,0,0,16,58,0.091,0,0,1,0,0,1,0
15,목지훈,NC,11.25,4,0,0,0,0,-,4,5,1,5,1,3,5,5,2.50,0,0,0,0,22,93,0.313,0,0,0,0,0,0,0
16,임정호,NC,27.00,2,0,0,0,0,-,1/3,0,0,1,0,0,1,1,3.00,0,0,0,0,2,8,0.000,0,0,0,0,0,0,0
17,손주환,NC,54.00,1,0,0,0,0,-,1/3,2,1,1,0,0,2,2,9.00,0,0,0,0,4,13,0.667,0,0,0,0,1,0,0
1,문승원,SSG,0.00,6,0,0,0,0,-,6,3,0,3,1,3,3,0,1.00,0,0,0,0,27,108,0.136,0,0,1,0,1,0,0
1,백승건,SSG,0.00,2,0,0,0,0,-,2,4,0,1,0,1,1,0,2.50,0,0,0,0,12,62,0.400,1,0,0,1,0,0,0
1,이로운,SSG,0.00,6,2,0,0,1,1.000,6,4,0,3,0,4,0,0,1.17,0,0,0,0,24,111,0.190,1,0,0,0,1,0,0
1,조병현,SSG,0.00,6,0,0,3,0,-,6 1/3,2,0,3,0,6,0,0,0.79,0,0,0,0,24,95,0.095,0,0,0,0,0,0,0
1,최민준,SSG,0.00,3,1,1,0,0,0.500,13 1/3,8,1,9,0,11,4,0,1.28,0,0,0,0,54,229,0.178,2,0,0,0,0,0,1
6,김민,SSG,0.96,8,3,0,0,3,1.000,9 1/3,7,0,4,0,11,2,1,1.18,0,0,0,0,38,123,0.206,2,0,0,0,2,0,0
7,장지훈,SSG,1.59,3,0,0,0,0,-,5 2/3,3,0,2,2,5,1,1,0.88,0,0,0,0,24,82,0.150,0,0,0,0,0,0,0
8,노경은,SSG,2.84,6,1,1,0,0,0.500,6 1/3,6,1,3,1,5,3,2,1.42,0,0,0,1,27,104,0.261,2,0,0,0,1,1,0
9,한두솔,SSG,3.38,5,0,0,0,0,-,8,11,0,1,2,6,4,3,1.50,0,0,0,0,39,126,0.324,1,0,0,2,0,0,0
10,박시후,SSG,4.15,7,0,0,0,0,-,8 2/3,8,2,3,1,9,6,4,1.27,0,0,0,0,38,137,0.235,4,0,0,0,0,1,0
